,text
1545,think player should salary week feel frustrated yesterday
1546,banange troll
1547,show glazer woodward lower standard expection
1548,  match summary show   weak manager   critical     favourite poor response abysmal performance know   come       season
1549,  really care club   would walk prove   glazer
1550,tonight channel welcome intense rajko mitic   pull   surprise european campaign will push over   find tonight
1551,update late world business deal read more world football business headline bring
1552,  glad follow entire back room staff physio doctor coach manager team information divulge daily twitter wait
1553,  balance team coach  
1554,  make answer
1555,hear pimp   take     club level
1556,   
1557,quarter final play good stubborn team   well less hope   league sure europa league team spain   trouble   afford bench good player     anyway
1558,open   yesterday kind life
1559,      lose game football first will last there   final lose pain never   away next major   make pain less then will hang theseand wait patiently
1560,last hope
1561,should learn  
1562,⏰  .   
1563,take   trophy season   contract   simple
1564,good morning
1565,  easy        
1566,disappointing result poor individual performance   line questionable   leicester week break     rest play   good team serie  .   tough   give
1567,  record hold ⁩
1568,  when play     dalot   shaw williams bruno fred pogba james rashford gunwood
1569,think   lose away   choke
1570,fuck mehn   papa   shege yesterday money mouth   make finish
1571,  when     bring manager actually   thing kind regard % united fans
1572,      game     wrap europa league finish   strong summer again
1573,  -      
1574,move   trophy season   keep mess mental health
1575,audacity dispatch greet united   life outside
1576,  post like sign merlin amadioha coach   main player   pogba mcsauce keep fred addict mcfredtic vdbeek tear      
1577,  proud always   pogba   martial        
1578,unfortunately just     leech  
1579,coaching team solskjaer   mckenna probably   year charge improve single player many regress   deep mire
1580,need catch next season serious back   need     slow process will there
1581,would play southampton semifinal where
1582,  offer think make sense ogun   kill
1583,when think football think manchester united
1584,player never learn mistake damn thing past
1585,fact today luxury rest
1586,  ⁦⁦ ⁩ want believe when inconsistency begin haunt admit   probably   ceiling
1587,steve mcclaren just   season
1588,  want play back should sign player capable   maguire particular hopeless fact though yesterday tactic   city adapt move     would better follow suit
1589,racist club
1590,african talentwatch
1591,still        
1592,good morning manager
1593,loyalty club manager season come    
1594,good morning player coach
1595,frustrate   play good games   then dreadful team selection   tactic poor certain player lack desire work squad depth     evident yesterday just look high press   greenwood press
1596,like maturity coach positive energy must keep   together loose together need point finger will back strong boyz    
1597,love would never change
1598,    rest staff leave   enough take useless  
1599,  good director football experienced     responsibility take back   point foolish
1600,penalty  
1601,  finish
1602,need sign   cost tell   boss
1603, *  game wonder share drop % partnership
1604,midfielder fred subject racist abuse side     quarter final defeat sunday
1605,  ogun   kill   morning  
1606,  ryan giggs memorabilia sign iconic photo shirt   available website view giggs collection here
1607,fact   more   speak enough
1608,  video message     happy birthday turn 00th march scott favourite player name gemma   birthday lockdown really want special
1609,amad score   mian   refuse give minute build score first goal down yesterday   minute     bring come   whatafter damage     develop young player
1610,ridicule work morning   keep trophyless season
1611,last night just catch   start deliver matic fred enough   leicester midfield dominate fair play   fully deserve break require   again united
1612,only trophy lift season congrat other    
1613,sometimes   need start   family company   make     lingard issa good example flop messi& ;ronaldo combine westham
1614,    last night miss match   score   alot hate fred   smile defeat post match interview  
1615,honestly know back when   europa league will last trophy     will     least year then would celebrate night   more
1616,sack  
1617,kenyans time
1618,sign quality       close   more ever  
1619,boss look ahead     back fresh hungry international break
1620,good morning fellow   zvirisei ikoko
1621,pray success syndrome week
1622,great news love
1623,  join converse
1624,think deliberately want   trophy   even naive footballer would   well team selection player unfortunately coach deliberately sabotage team selection
1625,  post video twitter today eyin  
1626,  prob   will trend then contact eddie howe   bonker
1627,always come tournament   start lose same excuse fatigue play lackluster football sleepwalking
1628,embarrass yesterday forgive
1629,fred give chance   shoot empty   forget play midfield    
1630,year   still   play   block   league   different matter altogether
1631,manchester united midfielder fred racially abuse loss leicester city     quarterfinal sunday
1632,suck already     punish   manager useless player
1633,still understand captain should   well clear vision decide take risk pass
1634,    fault
1635,time move   manager will lead success tactic passion coaching just good enough
1636,support actually   challenge face when need     lose when need expect flop   time time     surprise person
1637,packed schedule blame defeat manager   gunnar solskjaer believe
1638,  stay angry          
1639,only problem   lack competence serial   winner
1640,  night
1641,support   lose draw player give good   lose draw match    
1642,illustration
1643,  episode former winger join discuss strength luke gain allow vulnerable listen  
1644, 
1645,dummy though give false hope trophy
1646,norwegian witch doctor real mission keep       still manager matter witchcraft
1647,dear extend   contract shall kill     burn carrington
1648,still fuck  
1649,  scary   team     comfortable   good morning fellow united     feel today
1650,transfer next season   transfer   sancho declan rice   torres   aaron transfer fred fred fred fred fred fred fred fred fred fred fred fred fred fred fred fred fred fred fred fred fred fred fred fred fred fred fred fred fred  
1651,dear only award           give heartbreak abeg wetin
1652,watch lose always different kind pain
1653,beautiful monday morning loss  
1654,beautiful monday morning loss  
1655,give fuck shirt
1656,good morning wish coul   shall okay never   okay   manager season   trophy
1657,wilfred ndidi heat     fvcke genius midfield maestro just replace ngolo kante leicester wish   replace chelsea season proper baller stan restan pakistan
1658,will take   everyday smile away even happy birthday
1659,hate     clearly   thomas blueprint chelsea team.  same           even mention player   improved.  sure   outsider narrative would different
1660,chale   lose    
1661,opinion time stop   regular team continuous weak link martial lindelof fred matic sell time freshen squad need back right back keep     help shaw many weak link  
1662,chance   help spread word
1663,when would     fraud     killer instinct
1664,when take piss       carabao   trophy   call   purely   player like manager     good    
1665,trophy less season loading love  
1666,disgusted     call   other feel appropriate send racially fill message emoji     behave
1667,time manchester united   stand fight otherwise will just empty will manchester united prove love club   much   fake   fight
1668,lose international break   different chance move troll laughter     laka
1669,manchester united hammer leicester city   midfielder fred make back bass mistake give iheanacho chance open scoreboard leicester city foxes   will   help qualify   semi - final
1670,leicester surprised shocking victory
1671,true legend
1672,  problem   coincidence eliminate quarter  .  . quarter europa     trophy where problem beloved team player average coach average
1673,over yoiu fergie expect
1674,change   week   month     unseat full table
1675,still   football club world good morning lovely
1676,terrible weekend round seem collusion pain united team defeat leicester defeat lobi   enough lose ordinary village chief sigghhhhh
1677,  inhuman when question absence   gunnar solskjaer explain '  team selection     exit
1678,patience       squad only word club promise player firstly   qualify champion league     blame   club
1679,kale ready   office sarcasm battery charge fully then spoil mbwa     arsenal mwawonye
1680,pastor fred     next summer
1681,there defence   most expensive defender world inconsistent deserve well passing player clearly pressure deserve well   pass opponent
1682,  striker     important most pressing issue remain     area   need long term solid       stand summer demand signing past       will only
1683,  want about   ball yesterday perfect weight ball juuuuuuust right
1684,  must  
1685,game where manager   board know deep enough need player compete deep enough player show   united team suppose play
1686,english   want turn england player squad tottenham hotspur criticise   england player   bruno start play will turn   leave madrid     base football history
1687,very sorry   kelele yetu imekuwa   much wholeheartedly apologize make noise again
1688,only       right  
1689,  sack  
1690,    prefer loose   loose
1691,  will support   will whilst manager rotate squad international break make sense fred belong   shirt     lingard     important  
1692,even want banter       clothe change order   bruh shey professional    
1693,     
1694,call needless   manage year will fight   back
1695,mean only group stage understand
1696,just     bruh tired
1697,granada will also whip   mentality player rarely turn ability play pressure lack must address knock stage qualify game leave alone final where matter most
1698,mara nani guys   forever catch smoke   everyday trash talking bout team shit then come
1699,shout player wife   need help stop give husband       next trophy truly believe only incentive will make take game seriously include  
1700,mark right really love comment
1701,trophyless season
1702,secure   deal worth   year start bottle offer deal   season   sign feel entitled think distract
1703,  wrong     always wrong tactically think   will   clear problem   manchester united board look manchester united       sack   sack  
1704,    laugh office today
1705,good morning manure     pretend match involve yesterday
1706,still   football club world good morning
1707,tell   fvck   would smile  
1708,"0000,  european team lose match play sloppy defend poorly agility press   blame black stop supporter player start leicester   poor only"
1709,whole universe will benefit
1710,fred start game will really lose alot faith     perform game   pass ball year   will give ball away less realize mistake bench enough enough  
1711,good morning     love
1712,  believe united manager pretend care aimless dude
1713,come sign fucking summer
1714,finally pursue love futbol give read thank
1715,listen save embarrassment
1716,  make     somehow still stay pitch clueless coaching
1717,ambition pass harry kane ndidi would   singing summer
1718,just reminder   tear team right   respect lingardinho
1719,retweet annoy  
1720,    sack already
1721,when   trophy matter   base progress important   trophy yesterday game disgrace approach   start performance
1722,player should ashamed intensity desire   should always start together remove average player squad
1723,      move semi - final interested check review enjoy
1724,good morning united fellows   night take   wish great    
1725,good player season start       leicester
1726,  shit deal keep legend     take attacking midfielder goal knockout game grow pair
1727,love   well soon
1728,reason feel indifferent loss firstly   great remain fight     squad burn need identify good area focus stage     position europa
1729,shoulda mention play
1730,strong     lose
1731,knee
1732,love stress more life  
1733,  close   only     fight fucking kick tooth
1734,trophy(less season boyz
1735,last night performance ndidi would rather ndidi rice
1736,  call       house keyboard thursday evening celebrate triumph only tear player manager slip   later support club support manager support player
1737,  unfortunate   suffer most when come   trophy lack   seriousness injurious zillion   when play serious     always     current class& ;& ;spew
1738,shambles absolutel shamble mcfre midfield   wheel club will never back  
1739,need     keep carry mean   club world look league team
1740,sign
1741,  give   year contract love banter   club
1742,when   quote rival   still serious football club personal bank galzer sound more
1743,wake energy attend school thank
1744,opinion rashford martial other player manchester united need replace
1745,  full time  
1746,thank     watch match appetite chop   rice fried meat rubbish
1747,fine player
1748,  play mata replace tommy   pass create chance   feed change role pogba/ bruno/ mata
1749,congratulation prove again   happiness only temporary keep
1750,continue play fred tommy will create change also will defend deep striker remain idle will turn midfield open  
1751,blame game just need sack would easily       start   player consider game seriously
1752,progress  
1753,watch skate several network need bring   xbox watch match   shit together   even compute will give educated response expect lose dime
1754,still exist busy complain instead support appreciate keep compate bruno pogba   club thank   rags will trophy less season
1755,early morning tweet retarded
1756,leicester city   manchester united |   moment quarter final emira disappointing loss
1757,hour later still furious absolutely gutless today unacceptable king power stadium
1758,good sport   losing today
1759,  level professional footballer probably good   business ever hear fair play
1760,wake   news   good news good news   league match   news lose  
1761,leicester     shocking performance deserve lose game   deserve knock    
1762,will stand   start   brendan rodgers here build stabilize  
1763,want establish footballe genuis come here   platform provide opportunity hint more negative sound more reach will
1764,thank spoil next week
1765,absolutely disgusting like rate player fine racial abuse acceptable   involve
1766,exciting moment judge shoe   leicester manchester united
1767,lose must   game weekend
1768,fred play game month unsubbe   channel
1769,where overhyped donkeeeee clown love hype   come bruno could lead inspire   semifinal
1770,always reason loss acceptable would think would play strong international break think   would play national team still miss opportunity today
1771,batter leicester
1772,  much fanbase bunch impatient blind idiot focus wrong thing more inconsistent team want watford chelsea change manager quick succession want immediate progress back manager
1773,could     regardless number game slip     hope least motivate player play badge paycheck last silverware season next
1774,just hope consider offer harry keane deal
1775,exciting moment judge shoe   leicester manchester united
1776,  burn excuse staff player   today final would play   straight away would enough motivation personally give  
1777,morningg fuckedup   hope monday   fuckedup
1778,concede goal   henderson   goal keeping fred lack decision making back passing cost important   match     away people judge henderson performance demanding     back
1779,  loss semis mean only silverware     season also appear bleak current form
1780,gutte learn quality player receive racist abuse social medium tonight many other player step make profile verifiable comment accountable will change where responsibility
1781,  could people continue racist comment shameful make mistake leicester city   make mistake   stop   black proud   matter
1782,  sleep lose today
1783,just need bounce back international break hopefully point brighton   granada
1784,remember when     trophy miss   much year long time well
1785,consistently inconsistent ngerusak mood benerrrr
1786,want   fred start again     beek       play more will well   obviously play mctominy pogba bruno donny diamond much well terrible tactic today
1787, 
1788,still   lose       poor still silverware more chance   silverware season     europa league hopefully finish     season   hope embarrassing
1789,emotional eating  
1790,miss trophies hate
1791,will manchester united make   season
1792,  tell   trio   definition disaster seem   here stand dumbass  *herf**  instead defensive midfielder other scott other must   declan rice will excellent choice
1793,thank hear very good will well olohun just worry
1794,  frustrating when almost there bottle fcking final squad good enough enough high expectation club beating milan     lose leicester
1795,  much mask desmond should send  
1796,donny   more arsenal barca martial  ;& ;& ;& ;& ;& ;& ;&  dead wood always ever stay   result  
1797,  lost still look happy kind mindset want smile   here
1798,context score same number goal last game last game last game even supposedly goal   only take last game simply good enough sack tomorrow
1799,bottler
1800,want bring title back   trafford     phenomenal player
1801,tell deserve coach club     still need   experience other place     just look statement more suited politician football coach
1802,europe league fucking year last trophy
1803,honestly     racially abuse fred fuck club   support prauge wuth   kind
1804,give   year contract fcke genius
1805,last team     first division leed   first title finish   finish  
1806,quite simple really question     plight club   many title would city glazer   club stature still replace ronaldo     rely bargain bucket   china   unemployment
1807,surprised definitely disappointed
1808,  wing amad diallo other feed bruno   just filthy people manchester united needs fearless relentless attacking wing space help free legitimate goal scorer  
1809,  trophylu
1810,waaaa   intelligence fuse smartness little sense humour thing point fact oldé work good     extraordinary manager give contract extension
1811,    beek wasent blame   fred
1812,want   diallo   game time   want   fred again
1813,play bruno second   when already rest quarter final away third league clueless   once again   shit show
1814,leicester city manchester united reaction show lose
1815,united coach fraud goooooo
1816,kasper schmeichel extremely underrated goalkeeper great performance today would argue     premier league stay  
1817,fred should united player   pass ball game sense   hassle good enough
1818,  laugh
1819,  tell good thing manager today
1820,  week where feel jump head first fucking window
1821,  will ever  
1822,month back laugh chelsea clown top0 position     semi   quarter football change     quickly board need invest will probably come current rate
1823,martial future claim then   categorically future high time hire good experienced manager   wheel united will even    
1824,call need head examine   league just beat city away last month league   semi - final lose league leader     quarter lose   place europa quarter come
1825,    sweeping statement   there sporting team stop trash
1826,plonker   greece wina court case useless   captain crap
1827,  date girl good taste women‼
1828,need   manager manchester united
1829,  believe   poor today   united mean fight trophy   trophy   more chance silverware season otherwise year single trophy really embarrassing
1830,    shock
1831,mufc   need come realisation   long   glazer   spend   little possible   guarantee   will able compete city owner   leave wind
1832,bruninho good center  
1833,thank spoil birthday
1834,will jejely watch cool temper       pipu    
1835,sign    
1836,seriously   tell   tactic actually progress regress  
1837,  even watch thank
1838,    stop   excuse
1839,  deep . next
1840,blue nose ally mccoist well striker henrik larsson mccoist score goal start punt oldco gers when larsson veteran fergie sign swedish winter break goal
1841,    today       fake gist again make   kill            
1842,still fuck fume     waste season once again year year rate will celebrate   season tournament  
1843,  believe club pick wake fuck shit cunt
1844,first ever koopmeiner comp   trafford
1845,  blame pogba bruno   today ever player fancy   blame   start look manager   clue   manage
1846,    surprised normal result when kind   team mediocre organisation solskjaer manager people woodward murtaugh   club
1847,only   weekend kick       hold draw
1848,consistency   cmon
1849,  bring   many player play   many different system clueless manager only keep   allegiance will never   anywhere
1850,good   tweet player   disappoint result
1851,lolot
1852,thumb   obviously understand     thru hope folk   follow suit
1853,board want sell     summer then should happen arrangement sell romero jones bailly matic mata   lingard should make   soon possible find pogba want     leave then   advantage
1854,ermm player should earn much   apart    
1855,olegunar will never   trophy   team swear
1856,fred   professional footballer      . sign
1857,  regret pick starting state would pick same team again give chance   doubt   manager
1858,expect handle pour mind     other united     kind  
1859,cheap     jose sell kane hopefully
1860,very late crystal palace official club print matchday programme still available here stock last
1861,sign
1862,  shoot   start bruno could finally   southampton semis   teacher   masterclass plan shame
1863,    lose semi final
1864,swear   need throw   start team selection tactic formation brand football style captain
1865, 
1866,      even   take   even watch football
1867,here   again when will social medium company take action
1868,reliable source claim blame loss today sell kelechi iheanacho source
1869,wish   curse   woodward hope   hell bastard architect wrong
1870,sack  
1871,wether     moment time.  will   supporter take moment   question will   title         problem become arsenal money   want  
1872,  come   call capello lippi need convince  
1873,  half time   draw come will play southampton semis   potentially play chelsea   city final   lose       blame player manager wake     just   save   loss leicester well final loss
1874,  year   beat would major shock       tonight surprise have fresh face semi finals     good game
1875,wife huge   where whole family     jersey   half egyptian think could sign       sign jersey wife  
1876,still believe will   league
1877,choose poison   quadruple champion league final   opponent would want  
1878,  join
1879,just make     semi - final   championship that hard
1880,moyes achievement community shield   achievement     jose achievement carle   community shield europa league   achievement beat   city beat chelsea beat   second   table   place 00pts space    
1881,notice prettiest girl     flex
1882,again     more sick bastard have   fred stop fucking sorted other platform should have police clown
1883,siasia   even think   english fraud   .
1884,will really concern     europa league year still hand manager   contract reward
1885,mentality
1886,womanchester defeat fake   . nice   baby coach lack experience
1887,oloriburuku   most useless club   world brainless coach simi piece bastard
1888,  dead wrong when claim trophy show progression highlight give time team able step when count   huge performance show consistency thing lack
1889,when pastor support soup think will prepare
1890,sack
1891,still
1892,just   make sure bounce back international break beat brighton granada spur burnley excuse
1893,exactly
1894,like needful  
1895,today just good enough again   poor united side     feed excuse    
1896,trophyless season most foolish team time
1897,maybe time serious manager
1898,give   contract   soon possible
1899,truthful read fear     high standard player bruno pogba adhere winner want trophy look     current group
1900,jose mourinho fault sign fred  
1901,timeeeeeeeee   deserve thank thank
1902,probably only team could   stop city     potential treble quadruple knackered southampton team recently   past wait semi final play unforgivable really pathetic
1903,priority summer
1904,oldè great miracle happen post - fergie important forget also equally vital   worthy note uncontestible fact oldè good manager england currently    
1905,    support pffft   teach     granddaughter swear word time   tell tell   down side tell school grandad teach swear
1906,make fair   progress course weekend come little quiz involve else   virtually   - existent will   soon point here
1907,omoh   laff    
1908,team struggle iheanacho score goal iheanacho become strong   just need answer expert think
1909,    lose today team lose give right racially abuse player make mistake   call  
1910,smile future bright give more year
1911,oldè great miracle happen important forget
1912,  good enough   trophy good enough   title will     back summer hope  
1913,    play westlife   papa break heart
1914,amount racial abuse   here evening result football match short disgusting   fathom   think current protocol acceptable report ignore repeat   forward anymore
1915,love   carrick fletcher even mike phelan player today management team   feel   unconnected club happen year support just enjoy anymore    
1916,    london base mate will never     gunnar solsjear sign   year donny     beek   signing ever
1917,  really aggressive when lose football match affect mental health    
1918,    trade time
1919,dear   remove ability   tweet   least hour lose   irresponsibly tweet reactionary   base detrimental platform mental health loss twitter    
1920,  beat real sociedad
1921,olein oleout need       trophy time open international break really disappointed progress mentally decisive match headache
1922,reminder james maddison harvey barne cengiz ünder ricardo pereira   james justin tonight   still outplay % match
1923,  knockout defeat year hopeless still helm   club legend
1924,tough watch talented group player overwhelmingly underachieve   game
1925,seniorman kelz   nigerian play
1926,  city   treble then unfortunately will   will always legend   united manager   reign liverpool   league city   treble fight occasion unacceptable
1927,postgame show   discuss disastrous exit hand leicester
1928,suggestion should swap move opposite direction
1929,look   allergic   competition become manager just understand bottle semi final match season quarter final match today  
1930,premier league team   championship   team   team   team   liga team none  
1931,beat   city away
1932,least beat   milan  
1933,  united   know     instagram twitt account     idiot would love send direct message
1934,  lose team when will good luck come
1935,  make         life   long consistently source sadness  
1936,absolutely disgusting performance team   backwards bore football player good enough good enough manchester united fans fume fred     quarter final defeat
1937,even   team   reply
1938,coach lack decision important moment
1939,hurry
1940,  gunnar solskjaer need   - active second half.  cost semi - final batch take   long bring substitute give blind pass.      watch   season bottle
1941,when post gunnar solskjaer ’  year contract extension
1942,look    
1943,know         trash manager midfielder
1944,love positive stat bring little realism back reactionary twitter
1945,awful
1946,  many game lose   team season   many game lose   game   many game lose perspective reactionary united friend direction correct line always perfectly straight
1947,  good position
1948,thought beating milan   turning point wrong again happy somehow     again step backwards desire passion team   manager content     happy cash bonus
1949,wake terrible score good health will still watch game   where   wrong line   look   good  
1950,    next manager   trend listen
1951,almost place question existence    
1952,progress semi - final emirates   follow victory king power stadium sunday evening
1953,love nigerian brothers   accept defeat good fate   video  
1954,cheer want nearly anyway just paypal cheer
1955,lack experience liability believe   gunnar solskjaer liability everytime golden opportunity   trophy will make wrong selection    
1956,    progress need trophy  
1957,look   could very useful
1958,  bottle
1959,look other    
1960,seem game talk incident racist abuse fred late victim
1961,only football match   easy  
1962,  iheanacho brace dismantle read more
1963,still good season
1964,thank   give player good rest international duty couch really appreciate  
1965,pain   straight   inject more pain
1966,international break could come well time football well truly tired depress cheer
1967,result expect mufc
1968,only good thing     board persist will damage brand commercially   cost leech   money live   alex create         destroy brick brick
1969,name bruno    
1970,  deny today
1971,fred fake brazilian   passing   awful make wonder   united     00mil ohhhh wait glazer again
1972,dear   iheanacho  
1973,really define form result need result
1974,  football   trophy again mental health need rest
1975,already start listen depress song tonight fuck
1976,hand heart honestly believe coach staff will   league title champion league
1977,should sleep truly worried   will troll work   dear
1978,team want brighton       bissaka maguire baily shaw mctominy pogba fernande rashford martial greenwood   henderson tell lindelof   matic     beek james cavani diallo
1979,need memory
1980,pray billionaire     make dream come true
1981,banter   down   choose stand   time mean when   laugh
1982,tell   good enough team disrespect
1983,speechless
1984,europa  
1985,early night  
1986,official communicado
1987,thank coach  
1988,fellow supporter   watch light comedy brighten night lighten mood
1989,bare united   give stick view   seem right take will mancs
1990,midfielder miss   forin recent year ndombele look   miss crafty midfielder
1991,shocking performance trophiless season shocking want give   contract will   charge defensive   . defence striker shocking just     europa league excuse finish  
1992,  least watch   week  
1993,cheers murni   nice
1994,    good manager kind     back   glory   trust sleepy woodward
1995,disappointed result     treat
1996,good weekend   gunnar squad step pitch
1997,sometimes   clueless idea   remove pogba then keep     beek stamina high time think     bcoz whole idea will   spoon   ginger look   cool
1998,club   know mental health matter   celebrate second position nitori oloun need start   trophy mehn
1999,joke aside fail understand today probably good chance have sort affect stop neighbour eclipse treble season become already walkover
2000,  wrong should start substitute   game   hindsight  ***    crash dust move
2001,abysmal display player interested   season
2002,depth player squad   league   fact city play majority season laporte   aguero   miss   draft depth excuse enough depth
2003,brendan rogers
2004,  team
2005,thank spoil weekend
2006,trophy   humble team
2007,  watch play double pivot formation proper  
2008,really poor ball sloppy pass midfield wrong team   start   player     take blunder performance deserve   welldone
2009,  wait tomorrow twitter page will tweet     shirt   forever
2010,like     anyways
2011,  receive photo grandad shake king hand love will treasure forever other think teammate sure help appreciate
2012,team selection       week break today next game absolutely ridiculous united   must furious
2013,matic martial should offload need critical signing next summer bring sell matic martial
2014, .  fancy have whip around carrington tomorrow
2015,  well love tear today  
2016,sunday      
2017,match lose line   simple thank
2018,kane captain beautiful     want
2019,genuinely feel thing     next season player just good enough simple
2020,need give watch team past year make   consistently   explain kind relationship   continue laidis walahi
2021,people talk progress really else  
2022,leicester city turn table     qualify   semi - final year   line   click detail   action photos& ;& ;& 
2023,still congratulation etihad trophy
2024,  join join jare   talk rubbish
2025,wrong team start tonight player perform time give chance should chance   match
2026,will never   significant   charge absolute bang mediocre performances week week     continue start bemuse nice   good enough unsure   level plan  .
2027,thought should substitute early game sloppy possession tackle creativity poor decision make fatigued move next game
2028,help fred oldè anthony martial mental health
2029,    trophy only egotistical manager hassenhutl   rogers only ever     half horse race shout decent trophy season
2030,weldon senior     well very club
2031,hugely disappointed   lifelong   deserve     rest player almost know will bring play strong team     then take   support happen before learn
2032,coach paaa   trophy   count ferguson     00pl title   spew falacy
2033,  actually screw
2034,congratulation   league january   globally help congratulate filthy  
2035,alexa play hate love  
2036,prayer lose granada finish   guess will make sack clueless   sell fred   fred     goal just average player deserve starting
2037,lose would tweet   good news still
2038,thank   anka will vent   usual
2039,  fuck   time swear piss more right  
2040,  team night dark just dawn dawn come
2041,  need shut never   playing game other league different   opponent play   nonsense small brain innovation create uniqueness squad happen incompetence
2042,just want know       fare
2043,  long process because unfortunately   dhabi     will   about couple     fraudiola charge
2044,  performance last   just comedy show   useless nordic nobhead   save more embarrassment
2045,    full mixed feeling tonight   happy   iheanacho score hatrick   annoy score   must   think allegri good option team constantly crash semi final
2046,  need shut never   playing game other league different   opponent play   nonsense small brain innovation create uniqueness squad happen incompetence
2047,time   clown club
2048,  lucky like spurs arsenal chelsea have   season will year continue will   table team   year come   bottom   accept mediocre disgrace
2049,  need shut never   playing game other league different   opponent play   nonsense small brain innovation create uniqueness squad happen incompetence
2050,  will give hate hate club hate coach
2051,  teacher   never
2052,when   bruno when lose   typical      
2053,  embarrassed
2054,  least player good enough   honour over darren john
2055,only   ruin mood
2056,weekdays clinic labour ward theatre weekends   wahala obstructed labour
2057,revenge       sleep peace
2058,problem
2059,  remain coach season then will know management club lack ambition goodness sake   rest player when international break   mediocre know   result when matter stupid bottler
2060,lord   again deliver
2061,    consistent trophyless season loading though wonder less painful   knock stage final united remain
2062,tuanzebe should move defensive midfield fred matic should never kick football again
2063,think should leave build   team season thing will take time give time
2064,pogba   should midfield
2065,would take brendan rogers heart beat next boss time depth
2066,    tweet
2067,  need learn   throw dice when matter most naivity need point need trophy winner experiment
2068,brendan rodgers right     experience good player     vardy just show   good rashford   sign
2069,  smile
2070,hate hotel shut just     anywhere also       think take partner away next weekend   beat leicester time year
2071,tomorrow morning
2072,want manager have enough should     well
2073,evening lose werey
2074,good night
2075,would love know board owner even know score today even know play today   next season same  *cking average player then complete waste time
2076,street   tonight where   happy weekend
2077, 
2078,"maguire contract include play united really need answer   take united nowhere,,talk make captain just arrive"
2079,when lose     quarter final realise steal living   last chance       enjoy moment
2080,manchester united player rating     leicester   abysmal display fred maguire united crash     questionable     united   focus stay   league europa glory
2081,amount tweet type would certainly block report   joke when will delusion stop incapable people make decision incapable people just clusterf*  currently demise change
2082,live nigeria still support  
2083,maguire literally would starting   loool cheer  
2084,  much  
2085,wonder       team
2086,  aaron tavernier bailly kounde shaw rice pogba rashford sancho haaland   club ambition   title settle   place will make happen
2087,happen bump tell   ilikunguta kama ndarama   hallelujah
2088,really impress tonight number specially organize solid counterattack
2089,seriously maguire mctominay   just cost game   make insane lineup   international break gamble   need rest good coach will always   good team quarter final gamble
2090,kelechi iheanacho well then martial cavanni rashford timo warner rival   ready pure fact
2091,    proper defender fast     defend maguire   lindelof proper     retain possession   pass mcfre proper winger greenwood   james proper striker score martial proper manager
2092,  just   play mental health   europa league anyway right
2093,seriously   continue   gambler lineup just poor     reason rest   player when international break game important   need well coach
2094,  jose   trophy   back champion league finish   league then   sack     trophy lose semi final   talk progress when like liverpool chelsea have poor season progress
2095,     
2096,again pathatic performance   must well sulk   game
2097,          hang thread europa   still making could season manager silverware
2098,john mcginn good defensive midfielder   under rate should
2099,respect okay
2100,breaking news busy   rematch
2101,bring nagelsmann.stop tweet rubbish   rubbish manager
2102,shit coach   motivate player even club   assap
2103,nigerian when come screw iheanacho   blood     decide knock even fear ighalo
2104,just unforgive name strike nerve sorry know     sorry mate
2105,unfortunate just join   club   imagine       deal
2106,iheanacho  . .  senior     fire could handle good bring night silence here
2107,last hour minute current   panini immaculate soccer eric cantona manchester united auto signature
2108,serious club bayern madrid chelsea   would sack     type performance week week  .  give excuse press when     many player leicester side.  nagelsmann summer
2109,next solkjier
2110,trend twitter   want join 00pm tonight   know
2111,  ratioed
2112,last season sami final season quarter final   wait europa call progress  
2113,  earth   stay pitch today
2114,  tease yesterday hahahaha
2115,delete sell  
2116,zebra united     chop  
2117,fancy word   absent today game
2118,when united lose take time think   still broke   shit leave brink depression stop lose games  
2119,even know   console friend small thing     awon werey
2120,right   suck right team gambling when come game give hope silverware perform
2121,jonny evans     evans well maguire combine captain will team
2122,thank   watch match
2123,whenever   game course will celebrate united     come manger .that wether believe ability   there  .  factual
2124,diabolical disjoint performance team rotation give player chance prove   waste   stalk sulky kids     give usual poor performance fight team
2125,  follow talk   easy
2126,today iheanacho nazario   kelechi   disappointing embarrassment
2127,solskjær give trophy feed near success syndrome
2128,back where start back while loser bottler next match eibar laliga
2129,  smile early today anticipate victory   boiz other idea     alright    
2130,solskjaer just   there show more passion enthusiasm   manchester united manager chelsea   good  
2131,loss leicester reporter   manchester united well team   paper
2132,crystal clear   solksjaer     trophy     difficult more committed   cross   even when pressure mumu
2133,  make   lose most important game   luck nkoaa
2134,gutte game leicester well truly deserve   just today gutte life   hope leicester     performance fair play
2135,more boss
2136,  gunner prepossess line   particularly   negative impact drop crucial point   knock   league    
2137,stop give play
2138,  gunnar solksjaer team constantly satisfied bring unhappiness supporter match make   continue    
2139,    treat other manager then     europa league sack
2140,love team massively
2141,could great trophy stand   continue   same weak game tactic   just learn   city other
2142,even energy complain   shit today
2143,  episode iheanacho fire react check
2144,very disappointed
2145,follower stand fred very well   emma
2146,  ball little movement   narrow lose possession   often seem playbook   substitution outplay most area especially midfield
2147,pogba senior betray  .this when would bully wholesquad
2148,                           
2149,must definitely  
2150,sack  
2151,  punish  
2152,justice nigga   ogun kill
2153,    call     very quiet   here tonight
2154,support should    
2155,just pass thursday footballer
2156,right  
2157,fred  
2158,bomboclaat     mash bcaz enuh   obea  
2159,amazing   game football   change mood love     hell
2160,  disgust
2161,need sign   cost
