,text
9236,  today   permanent banner patio mboro   people pass know home
9237,chance   come back next week goal hang least think mane bobby other miss individual   when score
9238,congrats stevie     scottish premier league only third season management write star     league manger
9239,player just sabotage style play   critical look attitude player
9240,share
9241,word self destructive behaviour even fully aware decision will leave fuck stay   eedyat
9242,hans rauchensteiner legendary sport photographer pass away take iconic picture when host european   corner
9243,people   short fuckin memory should ashamed emselve sayin klopp fuck right     breath fresh     support when lose then support when  
9244, 
9245,liverpool   reds legend   kennedy
9246,believe
9247,  raise
9248,seem look brother only obstacle find brother aston villa give   number liverpool want close arsenal    
9249,would prepared succession plan question gerrard will manager when could klopp   gerrard work manager assistant
9250,support really   mate      
9251,sunday beat start move value more deserved base awesome news come already  
9252,height banter
9253, 
9254,will love rest life there high there   will never ever change long most meaningful relationship ever have   when lose feel   difference
9255,dear know real   when people give advice just blip together
9256,league   runner   europa league runner   champion league runner   champion league winner super   winner world club   winner premier league winner
9257,crisis shamble
9258,  miss february little medium news coverage help picture   there
9259,former winger sack manager just month charge   take dino maamria last august spell crawley town   notts county club currently 00th league
9260,form temporary   here memory gold fish imagine ever doubt would doubt   shirt first   fighting before    
9261,  send true   know miss fabulous always back club golden   storm shankly klopp never   stop allez allez allez mighty reds
9262,sure     manage implode   drastically clearly issue   know   serious give klopp full authority want summer want   clean   then  
9263,  need identify   insider liverpool   club world football slip social medium account line   before disgraceful
9264,fancy transfer would  
9265,pity miss   dijk hope play soon   omurrrrrr hate  
9266,struggle sleep deep down somthin break liverpool storm will golden   together will
9267,true story
9268,sign  
9269,great reminder record breaker
9270,  anfield
9271,liverpool   home game start   year really hurt player need love support       more ever
9272,feel shit  
9273,where     wetin    
9274,  boyhood hero stevie   help   first ever scottish league       keep   knock door soon rather later
9275,banter club   form   hodgson
9276,    question life just   answer tonight ’ year   when will score again could answer
9277,sign kane will   next year
9278,% agree   become   spoilt
9279,word   wish honestly
9280,love liverpool hurt hell love will dwindle klopp   must unfollow  
9281,same player same management   plan lose momentum motivation juergen   home need   leadership shoot bolt disgraceful management
9282,entire team management should return paycheck
9283,  liverpool   giveaway   true
9284,  place
9285,entire team suck work really really badd
9286,stitch
9287,sign bale
9288,benteke score goal  
9289,fuck clown michael owen make   ambassador right  
9290,today abysmal injury personal loss covid& ;burn play part seem lose will turn round klopp never forget give   come financial back summer   international break come ynwa
9291,  straight defeat home   never   before year need change know know trust klopp
9292,  midfield today 00min just   rough   time supporter team manager give   much happiness last year will gladly suffer   take number home just never know club
9293,steven gerrard anfield  
9294,  number teun koopmeiner donyell malen could great addition squad technically strong high workrate   round game importantly play tremendous character   hunger early  
9295,really hope   ruben neve summer
9296,next step
9297,ynwa
9298,supporter liverpool walk alone while   sadly become orphan team  
9299,life hard minute test positive virus still really poorly   really knock club   need stick together
9300,  sport real   kill heart   soul crush   dish   performance long list   performance really need pull together right  
9301,loved stevie       shirt achieve incredible     become manager  
9302,suffer   injure player crazy fixture   lack signing   call team poor performance request player leave player   champion league premier league   well other  
9303,call crazy     season
9304,name liverpool   come heart even heart break piece
9305,even well when other rival lose again
9306,proud redman through tattoo body friendship forge follow club memory forever shit before will rise again   hold tight resilient   bastard grind down
9307,when last time lose same   ever
9308,perfect sunday   loss   successful   webinar deliver
9309,  hard liverpool supporter must   free grow level   bitter when   well only pray give jurgen klopp more time   piece next season
9310,feel whole team lethargic sigh
9311,feel   sorry   davy could lift   over there ibrox today instead choose witness slump
9312,  together lose together stay together liverpool make even more proud team will never give
9313,more time
9314,finish europa league place please worth
9315,sound player
9316,same story time just   know whole management   fail season
9317,extraordinary huge     table same point     place champion game
9318,love club   leave when     tough just show change chelsea   world class team player patience klopp should stay rebuild club
9319,think pleasure watch fall     worth pain watch     high
9320,  many consecutive league game lose anfield jurgen
9321,liverpool   should pray qualify europa massive struggle  
9322,team love game love struggle   make league title european       even well   there   soon  
9323,spot
9324,anfield very liverspursy lately
9325,fuckin shit
9326,  storm there golden   keep believe thing will turn hard work   ynwa
9327,steven gerrard film   belly slide ranger dress room absolutely incredible   online
9328,klopp legend boss would swap   thing need improve season dead     start build next season look forward   club   team just     moment
9329,manchester united season full     down losse spur   trafford   loss   only point anfield disaster
9330,  again
9331,  david '  boot room lose completely really   stand fact team play poorly resort childish taunt '  support well '    more european   grow mate
9332,  again
9333,find hard where need   more     social distant stadium sing loud proud would   different team personally think   wait crowd    
9334,plan table chair   sideboard catocrane 0countie   start monday 00th march always catocrane auction line    
9335,ynwa love   will back
9336,mean   treble report assassination % squad pass klopp mother pass alisson father(  very much love father”  very emotional   drunken sober ignorant educated stupid last forever-
9337,tome lose home game   awful more proof small club compare mighty chelsea
9338,could resist
9339,mood
9340,fall love football     play moment great really         call   such short memory achieve past   year incredible
9341,  still together make  
9342,remember when pundit   team finish would   could finish qualify time change
9343,target kylian mbappe
9344,happen liverpool   back back defeat alarming
9345,just watch   storm love     storm   shall pass
9346,next game technically away seem only good away   predict lineup change thing alisson trent davy phillips kabak robbo thiago   keita salah jota   well different need different
9347,know devastate injury think most very pool play fact mané   salah really struggle will also tell   better suit right ship klopp belief absolute
9348,  able   little experience success   think stevie ready when experience already achieve great thing understand narrative want guide rebuild
9349,team finish season will definitely stay
9350,aside derby think more need make   potential move   00th soon arsenal   catch  
9351,klopp stay
9352,seriously think anfield need cleanse should simply sack need   very urgently  
9353,would good hear thought desperation liverpool salah cheat extreme even   book should   ineffective keita send     favour official again fail   bottom side
9354,spot difference
9355,know really   minute need hold line jurgen trust
9356,very clear   klopp more charge part   maybe interest
9357,      will forget premier league season happen
9358,should united disappointed point satisfied where right       tell just   good team personally feel good united feel last year need realistic
9359,liverpool steven gerrard will   premium tear just incase want make move
9360,love case know  ; 
9361,football life come mockery laugh stock football love mate tired teasing
9362,want know       currently game lose streak home   literally   team   right  
9363,example join team whatsapp group   lose home specialty
9364,  straight games anfield manchester  
9365,    laugh
9366,make believe make champion world make champion europe make champion premier league stand thick   thin head   feel sorry   again
9367,people actually call klopps head fucking joke   many injury have   call total prick
9368,face   normal kloop bring glory club very long time   will bounce back sure believe kloop   revive team give much need moral material support
9369,only positive have fabinho midfield   change game tackle long ball hope klopp will   back   next champion league wolf weekend   give proper   time
9370,  obsessed still talk   etihad     live  
9371,only team   score
9372,plenty happen lose home game single season first time ever read   gunnar solskjaer first manager   first   derby game read
9373,lose home same   first time year  
9374,great beat beat good team league unstoppable
9375,will   mama will  
9376,forget   just   good finish   least   imagine   mean year miss next sadly doubt will finish   season
9377,klopp would klopp even would relegate   last   season unbelievable think player need take real hard look start play proper football
9378,  disappoint process    
9379,  least will banner champion season
9380,funny subject joke form        
9381,welcome
9382,domestic abuse never joke   matter support funny laugh thing disgusting
9383,rough season sure next season will team back epic strength   talented player choose
9384,  supporter current form could write scientific report subject
9385,      longer feel special beating anfield
9386,  talk baby
9387,sunday       liverpool lose anfield manchester united beating   city just overrated blackburn rover      
9388,think gobshite support   city about   league   have meltdown lose game
9389,  today game  
9390,  peccato   perso   nuovo  ⃣ ⃣ ⃣ ⃣ ⃣ ⃣
9391,unity strength
9392,free fall table moment
9393,want   liverpool back
9394,great action great general   many surprising result still   more game   expect provide anticlimax  
9395,least     imagine  
9396,malanga news sport liverpool defeat score
9397,klopp   bunch idiot want kick     club   make   sense almost half player critical injury still   support encourage    
9398,  just player blame catastrophic performance &    time loss lowly team take responsibility apart player manager
9399,perfect football weekend defeat defeat defeat victory victory
9400,need send  
9401,need goal available free brainer   season least
9402,will     twitter handle soon project pipeline head while podcast   content only relate will involve people know year will engage discussion     push   idea stay tuned
9403,support will turn around
9404,  love utini wena
9405,    become   hurt lack luster display team   terrace home shout   blame manager wear boot money want find team
9406,  feel right   support will never change
9407,  enough     speak lose home   liverpool motivation   machoos
9408,take problem season seem jersey front face back club   backwards
9409,would know   recall   ebay accidentally   mickey mouse outfit minute away   liverpool  
9410,massive overhaul need summer   fringe player need   karius adrian   williams milner   origi wilson gruijic gini woodburn   sell   fund   incoming signing would sell
9411,fight slot less hurt   time
9412,want know happen here explain year success player burn
9413, 
9414,klopp' 
9415,today just somehow start then     unexpected
9416,call klopp sack   block   need negativity right  
9417,jurgen think where count finger again
9418,always   happen   folk lock   long release   many emotion when   prem dare   citeh will     again time
9419,notice  . tweet shit lately almost   issue scene
9420,dear behalf sorry just same
9421,      give kraa herrrhh
9422,player come cringy tweet insta post   daft must well just   show wednesday   fight make shower shite display late december   kick there
9423,  over emphasize
9424,last fucking team   score blinder   note    
9425,same game fall start here guess
9426,  thing   will even play
9427,  seem walk alone anfield moment   remain liverpool   condition
9428,lose again hope sort soon come back next season drag walk   still love
9429,questioning jurgen need stop pretend understand ynwa  **king hash   symbol unity allow keep believe team   enough supporter able fair weather   ynwa
9430,great weekend super team
9431,liverpool supporter know feel shit text  
9432,  decide   season support   even    
9433,  many game lose home jurgen
9434,hope retain premier league title
9435,ekse coach know concentrate cricket matter today lady thing there india just update  
9436,resign
9437,more   player come   stuff improve know good enough need show reaction regroup just train hard perform well   talking pitch   show spirit   fight
9438,most cringeworthy   football close
9439,happen loserpool   toolpool supporter will need make other plan tuesday night football season
9440,apart troll other thing   show aimless   long funny even fulham whip anfield
9441,would give break
9442,business   above
9443, *   
9444,great player manager always figure solution problem doubt will back team know love.playe good football europe past year     patch feel different   break will reset engine trust
9445,week football beat home twice beat join john decide   week mickey   goofy award mickey magic beautiful game
9446,think forget unity strength
9447,time player stand fuck fight badge count many   hidinging even turn excuse shit know time deliver finish season strong come   ynwa
9448,  even know wrong situation terrible club need week result poor where problem technical issue manager want management club take serious action
9449,michael richards   keane     where city   forget arrival arabs   where before money play   divison football city laugh champion more chump
9450,congratulation steven gerrard take   still enjoy circus call jurgen klopp
9451,season will miracle make   place
9452,want football club anymore just     mxim
9453,shot anfield premier league still score thank liverpool
9454,  thing   could   gerrard merseyside soon   think
9455,    documentary season know perfect name champ chump thank later
9456,-worthy talent think better   deal probably drunk   beat scouse scum remember tweet
9457,karma   hard liverpool
9458,happy sunday   screw think will sleep well tonight
9459,  talk baby
9460,still remember city etihad  
9461,sorry  
9462,football association barclaycard premiership liverpool fulham
9463,team   deep compact allowing cross   would clean year need   physicality team
9464,hear rumpour approach dodgy   help avoid relegation good news support chum   wait   dreadful football   news sandwell burgeon army pint wine seller
9465,beat home again exactly problem
9466,  start show same support give       woman
9467,  slogan never walk alone decide walk alone friend   ssembatya kisubi teach anthem time team     kati agamba     baba timpula
9468, 
9469,crisis excess money disposal will never compete useless small club
9470,  city record game   come   game record game lose   anfield continue
9471,  talk baby liverpool   love  
9472,deep crisis result performance incredible team   unrecognizable player seem confuse insecure
9473,will come back strong  
9474,klopp   sack poor   form then whole squad should ashamed
9475,beat leipzig will change will lose wolf next week fuck just fuck
9476,come chelsea twitter already super sunday know lose straight anfield   city make super duper sunday just   greedy
9477,middle poor   form here hope   find   funk
9478,  sign   play contract
9479,riverpoool
9480,      today just        
9481,love
9482,    shatter   city     liverpool crisis mount
9483,  funny week
9484,dear tired statement just  
9485,good   point current form would relegate jurgen klopp team always seem fall apart time tenure happen   never   recovery only leave charisma   charm only last   long
9486,come  
9487,disappointed
9488,  work monday about month   absolutely fuck roar turn make show
9489,week   lose glorious
9490,supporter girlfriend supporter today game   loose look sleep couch
9491,sisi wana tunaomba backup   repeat send back
9492,need advice   beat team half first team just   manage     city
9493,    leipzig      
9494,lose again
9495,  concur   celebration   league
9496,  easy support liverpool when   glory   support liverpool when struggle mean character will never walk alone only song anthem mean darkest alone ywna coyr
9497,come back miss
9498,  salah     extra
9499,wait liverpool lose again home  
9500,absolute shower shite should ashamed yourself should   give   deserve
9501,think still injury affect   lose confidence morale change   lose remain game
9502,
9503,well watch beat scoresheet watch     rage frustration   luckily experience simultaneously
9504,liverpool will   gain   stand defeat stand united liverpool   mean   much more
9505,miss roar season lack intensity championship     give ball   easily fail back fast enough     must well
9506,good enough liverpool boss jurgen klopp side sixth home defeat   full presser |
9507,    sorry fuckin terrible today
9508,post match
9509,giveaway still  
9510,chelsea   back talk game know  
9511,thing tough moment maybe quote rocky need   hard     hard     keep move forward rocky balboa   hard         keep move forward ynwa
9512,football funny gerald   league ranger klopp mess home
9513,great   scum beat again always manchester
9514,very sure smoke   there black smoke     around just   decide love bottomline worth just leave simple
9515,find strangely   love fact jurgen klopp still suffer loss mother showing     hope awful happen gary time soon
9516,hate admit   play     last year
9517,captain    
9518,problem klopp   rubbish premier league should just tell salah alisson  . need   champion league thank
9519,jürgen klopp just sort need rest where
9520,fuck
9521,  beat clean sheet lose   well
9522,never   forgive drop   football decade lockdown when football suppose only respite bleak year
9523,just sing along walk   walk hope heart will never walk alone will never walk alone
9524,back
9525,great performance beat city
9526,conclusion  
9527,raheem sterling remarkable drought continue appearance   player goal score   half manchester
9528,  city fall apart game   streak     sarcastic surprised commentary  
9529,klopp stevie
9530,will qualify football season
9531,  shit anjenggg
9532,easy invincible game game game game game game   respect team  
9533,    home   etihad
9534,ggmu   clean sheet   easy
9535,  deny
9536,  come     decline   lose   still   league
9537,  down   grant more down   keep support   again will back
9538,love
9539,will never walk alone
9540,team     sunday
9541,really player need look   spearhead team play disgrace team player give heart soul amazing club
9542,take action!!laughing domestic violence   people should punish
9543,jurgen klopp   point career liverpool lose sixth successive home game fulham
9544,perfect weekend losing  
9545,  liverpool   depressed
9546,still level point last game
9547,hahahahahahaha
9548,breaking join shipping point
9549,yesssss   again noisy flipping neighbour manchester still   back     make thing well lose  
9550,dear premier league team   beat manchester city kind regards supporter
9551,mourinho coach   company could     wembley calling sack mourinho
9552,fucking   cake shite   watch united beat city      
9553,just       home   falter here
9554,   
9555,will never walk alone
9556,  next         basketball
9557,  sleep  
9558,need therapy   depression   deep
9559,hear     share palliative anfield make collect   share   finish
9560,want lucas moura harry winks
9561,cheer
9562,supporter  *  happen congrat still well    
9563,hell need look
9564,  create clear chance clear chance   play   block     constantly expect create clear chance constant   block defence game anytime   concede  
9565,will klopp backing   summer
9566,just  *  lose wednesday  *  piece  *cking bollock
9567,wonder   celebrate time tonight
9568,forgive manner mean loserpool liverpool
9569,  wait   together again
9570,other news   today
9571,lose game hater     will only tell   matter city   league
9572,  soon fulham score goal today right   mount know game over soona give team first goal then bind     block know know   break down
9573,  even think where position will   season pull sock   sink down table good     sadly take blame right
9574,mind  
9575,maybe would well change whole team instead fire coach   many good player many great coach people always wise event
9576,good   football beat   beat
9577,    remember whole series dallas bobby   dream where right   real
9578,welcome anfield
9579,beloved
9580,watch   playing kind   weird
9581,seem want match undefeated streak anfield match lose streak
9582,maybe thankful here will leave note
9583,love hate
9584,understand     would feel sorry still   give ossie   ricky debut anfield mention beat last minute time     there
9585,deserve play euro    
9586,suarez goal   liverpool sixth lose anfield zebras lead manchester derby crazy menh form temporary class permanent
9587,newcastle   bereft imaginative play think chance right   play anfield would probably lose
9588,turn notification mental health fool
9589,personally think back default setting
9590,effin jeff thank ruin relax sunday afternoon       bogey again scan league table   remain fixture    'other
9591,fully  
9592,    work broken heart
9593,  talk baby
9594,rumour mill aston villa talk ezri konsa   deal   stave interest side include liverpool   tottenham
9595,when give league really commit give
9596,dear imagine scouser manager love bond success will there decade klopp   leave country bayern come calling
9597,time mince word anymore wretched putrid team   down
9598,  season collapse extraordinary steven gerrard come back anfield klopp replacement   title
9599,excuse none   down injury klopp staff take blame player   right
9600,time last year   point clear year   point behind good thing decent start season otherwise would    
9601,will rise again
9602,good evening worldwide   today shall   more
9603,  take moment laugh
9604,make liverpool champion league winner   premier league doubter beleiver   know   believe klopp
9605,  call   blackburn really   rock bottom  
9606,worry   team will kick european football year klopp promise send germany   fire
9607,pray champion  
9608,would good could report matter urgency   joke
9609,image true reflection   look performance shall     other ehhh maama
9610,  surprising   downward spiral moment
9611,  want klopp klopp problem nike       injury   back
9612,warning history watzke   year klopp leave maybe mistake change coach player  
9613,      happen front   much literally depressed   lose time   need point today decide   soft line   know fulham must treat other game march
9614,time look forward exchange coach
9615, 
9616,wrong
9617,truly speak   money   hollywood  
9618,hmmmm here think would allow result affect mood anymore   wrong
9619,squad need liverpool disappoint
9620,    plant juju anfield   convince otherwise need prayer session cleanse stadium
9621,roll  
9622,home loss   lose home game november enough  
9623,michael   gerwen able   dartboard quite remarkable also very   klopp will walk   week
9624,only thing will make     smile picture training will tell   funny amusing back back  . especially senior team
9625,good enough become familiar word
9626,  liverpool tiene  
9627,nice   homepage champion league lose home game  
9628,  keep make lack defense firepower excuse keep lose keep tell     form   luck keep play same tactic hope different result just keep lose
9629,true shit show truly embarrassing just want over klopp must sack team toothless
9630,stink
9631,forget     feel when lose last   year strange feeling       many injury confidence connection imagination empty anfield hard take will ride storm
9632,  jump hater jurgen team last year awesome make dream     support jurgen   happen team injury team could cope amount have
9633,player must donate wage charity   jurgen klopp shameful
9634,feel         good last   year   stadium could would cheer help slump
9635,  lose love difficult time right   will persevere
9636,seriously kind jinx happen
9637,title defence   drop european football leader december close 00th • injury   only reason collapse • mentality monster really doubt   • owner • player • klopp must stay
9638,want   manger  
9639,clear believe jurgen klopp would condone message katie refer stand absolute solidarity katie domestic abuse should never trivialise   make mockery anguish feel victim survivor  
9640,  honest season   before just   spoilt last   year forget hard support just make last   year even more special
9641,down defeat hopeless angry still love
9642,announce simao fekir reus just show video virgil   keepy upies will
9643,  matter happen need keep klopp club player will come   most important part   only   build again
9644,  sink paedo friend allow 00pt swing   just incredible
9645,will make       know
9646,arcade zone just fill form complete   verification gain free access charge play free
9647,jurgen klopp current mentality respond setback believe   want work moment reason score goal concede least moment look enough
9648,huge record liverpool first time history game unbeaten anfield game lose   anfield destruction   much poor game sure klopp will sail
9649,embarrass once again
9650,disappointment    
9651,  predictable
9652,sign just year  
9653,weekly sadness
9654,klopp record would think   could threat   manager waiting stevie   complete revival
9655,come
9656,    liverpool
9657,would like claim collapse begin when stuff back october clearly begin when   fall year shocking
9658,well   team   over acca love club
9659,thick thin   again will figured     step  
9660,love forever
9661,break wrong record     many squad coach history   league     club world     many english team klopp incredible love           freak season   erase
9662,liverpool lose still support  
9663,just love     reduce   city whenever meet
9664,   
9665,  talk baby
9666,imagine play shamble game would
9667,entire just figure   just     form talent would think could find   alter tactic enough beat weak team anfield
9668,talk midfielder defender injury change liverpool striker score liverpool concede goal before usual find   more
9669,problem talk   keep embarrass
9670,stop   hilarious know love   foot face
9671,when finally   anfield
9672,lmao where   title
9673,  call bruno fernande penande today moment   banter
9674,thank   struggle fall asleep
9675,  jürgen klopp make change start afternoon last make more premier league game   indeed     last league game when klopp make least change hail mary
9676,time when   make difference will back
9677,fall grace
9678,leave aside lose   team   lose relegation side ohhh godd really miss   liverpool mere good season think good team world
9679,anfield gob0
9680, 
9681,only feeling   accept condolence   alone   play europa season
9682,still believe   return     will never walk alone  
9683,coincidence take midfield shamble
9684,fabinho should come back midfield
9685,welcome
9686,where  
9687,house private   flower only
9688,only just   result   mighty fall
9689,when   mentally strong again want avenger assemble-   game style moment
9690,comment other team happen dire
9691,wahala team even gimba   time watch match
9692,speak injury suffer   player   moment create chance   family bereavement squad   escape suspicion seriously wrong scene
9693, 
9694,  thing fall grace season klopp laugh   interview really understand   truly shite
9695,dear magician visit stadium vengeance black magic
9696,afraid alright
9697,just check safe relegation right
9698,dstv subscription finish   again next season     money hurt tomorrow will find antenna   watch obinim       football where   wrong hurt
9699,keep virgil   away season
9700,change player coach player fault deliver think proud team   lead team even such crisis proud forever club    
9701,robbie fowler speak mohamed salah future agree
9702,goal incapable score right   atleti score     back   block rest match real     line attack drive defender benz beat     then simple play   just rely crosse
9703,will shocked     take comfort know   least person associate club winner steven gerrard steer ranger scottish premiership title
9704,normality restore back   scottish football struggle prem mess thing entirely   doing
9705,good time nightmare watch game   will there support
9706,last year bring     difficult time pandemic year meltdown   support team only good time   again   thank lord year brighten mood
9707,  many consecutive home defeat follow link know
9708,  again
9709,actually good game make even well result
9710,  feel
9711,lose again   long funny
9712,    become klopp fuck specsaver even take piss klopp turn club laugh stock   live past glory forever home defeat unacceptable even   klopps    
9713,more sentiment   season     offload deadwood bring quality squad player upgrade team world class   world class world class   world shaqiri gini origi neco rhys
9714,worth think issue field sense split dressing room real leadership hendo   virgil shut troublesome individual     again klopp will build   great team shank
9715,handle just unfollowed   bear just want   relate tweet timeline ever again break  
9716,will fight   well storm will   golden   will   once again defeat victory will never walk alone
9717,beat liverpool even bragging point   defense goalkeeper   next season will   vengeance tour
9718,total collapse year   behold serious candidate relegation
9719,ironic   sticker page
9720,back     loserpool
9721,      remote
9722,dear jurgen rather   more tactical   train routines/ stat overload just light train next game   play worse refuse send respective national side need total rest break especially mentally
9723,point actually believe juergen team feel       league   much last season decide give point season
9724,good work jurgen keep
9725,true where fuck   money     alot answer
9726,diet   year tonight have beer nice
9727,ynwa will never walk again hehe
9728,just think other similarly catastrophic   seem happen year             . defeat   . defeat
9729,slump anfield need study only sort double blind randomize controlled trial   figure world   onnnnnn
9730,already forgive advance
9731,enjoy today game   tweet about christmas
9732,  talk baby
9733,gather street play % victory assure   much   lose team cross insha allah work anymore
9734,love will always will     will stand beloved   high more   good manager world will support   leave chin look ahead always ynwa
9735,pleaaaassseeeee help liverpool
9736,novelty wooden drink coaster only free
9737,normal   only  
9738,  lose many game average wonder terrible poor souness former player
9739,  june team will support next season currently play
9740,tell beginning season point would only point behind would delight
9741,liverpool player suffer fatigue     give break next season replace  
9742,  happen
9743,will never   heaven
9744,painting   klopp still     liverpool
9745,'  inexplicable downward spiral continue unabated mario lemina first goal enough   struggle cottager give   survival hope massive boost
9746,jota meanwhile   include squad bramall lane first time december illness prevent involve
9747,thank depression
9748,klopp wheel
9749,bring    
9750,joke joke shaaa paaaa ooooh
9751,would like believe supportive girlfriend plus side long distance liverpool play even wake
9752,good enough boss react today performance
9753,  many game lose  
9754,know will come good wolf week
9755,dear time sort still love
9756,  enough enough
9757,  before thank   soccer reach 00point mess start   when rotate team enough
9758,  lose   think liverpool team     match
9759,walk
9760,  grow   support beloved
9761,  many game lose home  
9762, 
9763,bottom budget
9764,chance   come anfield     finally   home
9765,      just finish europa place could think     back thursday   people will take piss finish     will
9766,  storm golden  
9767,soooo much pain still love hold head high  
9768,  stop scare  
9769,will never walk back point
9770,klopp   normal   love klopp just   shit together
9771,current mood   poor   actually look forward international break
9772,  talk   want maybe time leave
9773,really understand   late klopp need refresher course will become   pride liverpool
9774,have enough          
9775,%   call   twitter account make june
9776,next coach line
9777,  unwanted record team ever record more shot score home ongoing tally
9778,    fucking performance leipzig   knee
9779,thing could   imagine announce klopp leave liverpool will replace gareth southgate
9780,  parade title post pandemic   very awkward sigh
9781,hurt   again wednesday
9782,liverpool   league game nearly year unbeaten anfield record   home   year unacceptable
9783,liverpool unbeaten home anfield game almost year then defeat  
9784,good enough standard   james milner today defeat
9785,person bewitch will   heaven
9786,mental health thank liverpool football club
9787,  form   well     need give klopp need   well
9788,remember think   ordinary     brilliant milan unbelievable miracle even   year would     perhaps klopp       club   okay   season
9789,  oficially looser_fool  ****  loss   congratulation defend champion
9790,    plan play more assume other kick trent will kick somewhere anywhere kick salah will just kick hard just seem assumption will happen simply probability
9791,fuck wrong
9792,juntos hasta   final will never walk alone
9793,  change back lead team midfield obvs need   gomez need reconsider point attack trent robbo crosse find need attack midfielder   score goal need   centre forward
9794,little   today   strong point probably more team today  
9795,capitulation liverpool   serious concern rate lose urgent solution need reboot require
9796,stick single   teamer transfer list
9797,matchday think surely stuff       then   play  -  vicious cycle continue
9798,worry     save
9799,thank ruin birthday weekend
9800,klopp gerrard
9801,brother sister      
9802,horror tackle exactly when begin fall jordan pickford should   long virgil   dijk julien lauren
9803,straight loss home must surly   klopp pressure will take long   turn
9804,think beat will   upset beat
9805,herr klopp   many lose  
9806,when will   robbie
9807,
9808,match   draw near   more   scared nightmare about happen   wait pass hope really   sort issue   soon possible
9809,congratulation stevie   legend
9810,close anfield  
9811,stevie   time success perfectly klopp lose   home gerard homecome certainty
9812,know   when supporter feel sorry
9813,most ever successive home defeat wigan     villa huddersfield bolton derby wolf sunderland
9814,    hero phenomenon unfold once again
9815,liverpool   smile obviously wrong anfield need   right away       qualify europe
9816,free mane
9817,just reminder team   compare invincible last season ever disrespect team again
9818,choose   long drive small hike today rather watch mental health thank
9819,believe klopp traditional club still hope   stand klopp need sack manager season   then next season   again
9820,think would never tweet   tired nolonger funny
9821,halo need
9822,liverpool loss fulham call mental midget guess   will claim steven gerrard title know   hang keep  
9823,liverpool   think   beat embarrass barça meet nemesis   never start
9824,high time jurgen klopp must drop alison bench start kelleher
9825,never walk alone
9826,just case walk lose score penalty   double   cash stand
9827,secondly feel really need invest quality centre back   time when need give space like good injury prone player matip gomez wonderful unreliable term injury need   depth
9828,fuck wrong lose congrat
9829,liverpool lose again sign defense would decent  
9830,  stop lose make partner very hard live  
9831,swear player take bribe lose piss poor performance continue
9832,  lose draw together
9833,bloody love find yearning   konchesky jovanovic
9834,people   have     deal tell lose home nearly year lose   home score goal home hour play home field advantage matter  
9835,  champions league
9836,make very difficult supporter  
9837,gomez injure month bring   when problem start   criticize kabak even davy   play   owner support klopp
9838,just need     okay seriously  
9839,else       player need kick backside point should enough avoid relegation   european    
9840,      again imagine    
9841,happen african handwork other   make sense madness
9842,  storm there golden  
9843,coach   0cdms fabs   thiago stock   back stock   jota front stop play backwards keeper play quick ball attack back
9844,worry   worry time that sure     embarrassed   right     then ’     head  
9845,welcome miss sooo much
9846,  head watch moment
9847,roberto firmino become late injury casualty liverpool
9848,thank ruin sunday
9849,  would sack recent result
9850,
9851,check friend very critical period thank
9852,hand somehow manage match
9853,mentality monster mentality midget carra  
9854,    worrisome point
9855,jurgen klopp absolute legend   title year   champion league super   world club championship   team league have high   spend unbelievable really
9856,walk alone   even klopp make more excuse distance team   fight relegation miss   chance   well
9857,frustrated supporter even   alone walk
9858,hand celebrate scottish team support   league stevie   fantastic circumstance game spare undefeated other wondering     liverpool first team bereft confidence
9859,liverpool open point donation campaign anfield     championship   trophy early
9860,seriously once again
9861,must   close door have good squad   most home match performance shite carnt keep blame injury
9862,surely could mention penalty post - match interview help matter pitch
9863,deal sign
9864,team relegation zone   well liverpool moment   seriously battle 00th   00th spot   table
9865,allison baptise firmino   fuck
9866,still always will love
9867,  catch break
9868,      think time   would   eastender   cancel   dorado
9869,  calm liverpool will kill just only thing   hurt life make   easy ynwa always
9870,poor many reason forget good leave back world right back world centre half world   world playmaker world skipper world manager world front world will back next year
9871,    problem
9872,good aspect current liverpool train wreck shed shite   call   memory about   long loyalty   feel crap support   damn team find
9873,switching sport     return soon
9874,anfield most difficult place   even       game break record catastrophic pandemic
9875,football programme chelsea liverpool   available
9876,squad overhaul need summer squad good enough   much deadwood lazy player
9877,goodness team challenge watch time year
9878,ruin childhood enough
9879,  drink today thank
9880,expect half squad   come next season especially bench   help when team have hard time useless bench there impact flow wind
9881,great   anfield today where   wrong
9882,funny anymore
9883,
9884,thing gatecrash party thing take whole gate   gate back
9885,have support liverpool close decade   heart break watch play   should maintain level excellent consistency hard point loyalty remain   storm there golden  
9886,couple week     cheer   city game   matter   manchester club untouchable  
9887,sunny innit
9888,score
9889,back default setting hahaha
9890,inject more rondo content live   knock match  
9891,lose again
9892,intensity pace aggression leadership park decisive forward play   school beat mentality roll fucking sleeve   kick   think stevie   would   happen would fuck goat player would allow
9893,straight loss   anywhere   give   slump
9894,friend name tunde support
9895,  lose overcome    
9896,player feed manager jűrgen klopp congrat fulham  
9897,dear   tweet hour last season weirdly tweet month least hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha kind regard
9898,madness   lose more year last season combine
9899,    market
9900,  happen
9901,soul crush defeat embarrassment champion
9902,dear will like play remain match away home other word change remain home fixture away fixture
9903,liverpool   around lose home game
9904,  help identify problem lose streak anfield ebei
